Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-11-02,1192.58,1202.26,1192.58,1194.58,484215
2018-11-05,1198.2,1198.97,1191.24,1192.41,202883
2018-11-06,1193.97,1193.97,1188.85,1189.81,163072
2018-11-07,1187.42,1194.13,1187.42,1188.32,294925
2018-11-08,1193.99,1197.74,1189.12,1191.78,143503
2018-11-09,1189.99,1193.1,1188.7,1189.33,287731
2018-11-12,1191.75,1196.89,1189.99,1192.54,141640
2018-11-13,1193.6,1193.97,1186.46,1189.6,457813
2018-11-14,1189.24,1189.24,1181.34,1183.29,173432
2018-11-15,1184.61,1193.8,1184.18,1188,240309
2018-11-16,1190.49,1190.49,1184.51,1188.74,177353
2018-11-19,1188.27,1190.78,1186.76,1188.51,285201
2018-11-20,1188.41,1194.16,1187.79,1188.87,304941
2018-11-21,1190.1,1200.57,1186.88,1200.57,227180
2018-11-22,1202.6,1204.61,1195.01,1195.01,199571
2018-11-23,1191.93,1200.03,1191.53,1198.48,399808
2018-11-26,1199.42,1203.81,1199.42,1199.98,207118
2018-11-27,1199.9,1205.6,1198.85,1203.47,179251
2018-11-28,1206.23,1209.51,1202.78,1204.28,200763
2018-11-29,1203.91,1212.54,1203.91,1211.79,353216
2018-11-30,1214.5,1226.97,1209.74,1226.97,3927849
2018-12-03,1228.6,1228.6,1209.24,1217.14,502899
2018-12-04,1219.12,1219.12,1204.8,1210.2,376454
2018-12-05,1209.56,1212.08,1203.51,1207.45,188770
2018-12-06,1213.76,1214.35,1195.05,1195.05,226437
2018-12-07,1200.66,1204.11,1199.72,1204.11,92756
2018-12-10,1204.22,1206.43,1185.45,1190.1,248256
2018-12-11,1192.9,1193.67,1185.11,1192.46,455474
2018-12-12,1191.31,1193.5,1188.24,1190.2,251205
2018-12-13,1192.67,1200.89,1191.92,1197.16,334590
2018-12-14,1198.44,1202.85,1192.55,1192.55,175857
2018-12-17,1190.16,1193.06,1187.28,1188.13,269355
2018-12-18,1180.49,1182.73,1170.4,1172.57,380129
2018-12-19,1172.08,1173.8,1166.28,1173.1,1129704
2018-12-20,1168.28,1171,1159.21,1164.34,340128
2018-12-21,1160.5,1165.86,1148.27,1162.63,331762
2018-12-27,1163.71,1165.36,1155.41,1155.41,337127
2018-12-28,1163.15,1169.3,1160.43,1162.86,121747
2019-01-02,1163.78,1170.1,1163.27,1169.38,1294442
2019-01-03,1170.33,1171.88,1162.08,1166.5,349095
2019-01-04,1160.21,1169.82,1159.8,1168.54,139932
2019-01-07,1167.27,1172.41,1164.58,1169.66,191009
2019-01-08,1170.02,1180.53,1170.02,1178.9,119706
2019-01-09,1182.02,1196.15,1181.78,1196.15,251737
2019-01-10,1196.73,1199.95,1189.35,1190.41,306254
2019-01-11,1192.54,1199.33,1190.95,1190.95,146392
2019-01-14,1193.68,1197.9,1188.72,1195,350465
2019-01-15,1197.17,1207.73,1196.08,1207.16,183109
2019-01-16,1208.15,1208.79,1201.98,1206.49,134372
2019-01-17,1206.43,1211.46,1201.25,1210.37,258372
2019-01-18,1213.14,1223.11,1213.14,1221.67,201817
2019-01-21,1225.75,1229.81,1223.66,1224.66,288072
2019-01-22,1224.82,1226.32,1218.96,1223.32,100493
2019-01-23,1219.97,1222.68,1216.69,1221.54,79789
2019-01-24,1225.75,1225.75,1215.86,1222.04,156699
2019-01-25,1222.1,1226.22,1219.14,1224.62,163476
2019-01-28,1225.94,1227.89,1220.7,1222.14,143715
2019-01-29,1223.34,1229.78,1221.05,1229.78,123414
2019-01-30,1228.93,1239.91,1228.32,1239.91,174572
2019-01-31,1238.72,1243.44,1237.77,1241.73,174043
2019-02-01,1241.74,1244.51,1236.71,1237.65,399774
2019-02-04,1240.03,1240.46,1232.01,1237.46,108438
2019-02-05,1239.95,1239.95,1230.84,1232.86,345244
2019-02-06,1235.25,1237.12,1227.05,1230.26,201377
2019-02-07,1230.83,1235.91,1227.55,1229.1,669936
2019-02-08,1231.89,1231.89,1225.24,1227.39,284740
2019-02-11,1227.49,1228.22,1221.79,1221.79,164604
2019-02-12,1222.2,1225.71,1218.02,1218.02,301321
2019-02-13,1215.23,1221.26,1213.76,1216.79,263096
2019-02-14,1220.79,1221.29,1214.53,1216.65,377822
2019-02-15,1220.5,1225.18,1218.55,1220.57,226996
2019-02-18,1224.75,1227.72,1220.49,1222.78,127794
2019-02-19,1221.09,1221.09,1216.55,1218.54,135650
2019-02-20,1222.68,1224.23,1212.44,1214.88,281263
2019-02-21,1214.05,1220.5,1211.12,1218.75,995406
2019-02-22,1219.35,1223.59,1215.75,1223.03,333776
2019-02-25,1223.87,1227.8,1220.85,1224.39,172522
2019-02-26,1229.27,1231.15,1225.29,1228.48,211700
2019-02-27,1230.39,1234.99,1226.48,1234.99,201846
2019-02-28,1234.07,1234.07,1220.77,1220.77,325208
2019-03-01,1222.41,1240.3,1222.41,1237.62,377068
2019-03-04,1241.89,1247.31,1240.77,1241.23,192626
2019-03-05,1246.53,1249.88,1241.25,1241.25,204726
2019-03-06,1244.91,1247.24,1241.71,1242.84,207242
2019-03-07,1245.93,1247.52,1243.16,1247.34,171078
2019-03-08,1247.33,1249.56,1242.9,1246.82,108792
2019-03-11,1248.29,1250.62,1244.65,1250.62,178170
2019-03-12,1247.69,1248.96,1242.85,1246.43,114922
2019-03-13,1249.68,1249.68,1239.12,1243.93,197438
2019-03-14,1246.38,1246.8,1239.79,1242.3,107187
2019-03-15,1244.04,1244.22,1228.13,1228.13,477026
2019-03-18,1231.44,1239.07,1230.42,1235.36,318160
2019-03-19,1238.03,1242.18,1235.29,1240.46,529793
2019-03-20,1241.83,1242.13,1235.08,1235.57,165919
2019-03-21,1232.9,1238.84,1232.9,1236.32,216600
2019-03-22,1236.04,1239.8,1233.28,1237.21,171834
2019-03-25,1239.7,1243.45,1236.23,1238.97,338956
2019-03-26,1242.62,1247.88,1240.3,1242.96,147110
2019-03-27,1242.96,1243.9,1233.67,1239.39,173822
2019-03-28,1241.47,1243.13,1236.22,1237.75,100950
2019-03-29,1239.43,1240.28,1235.49,1238.48,169098
2019-04-01,1241.74,1243.36,1235.21,1240.79,216070
2019-04-02,1243.81,1246.86,1237.43,1244.97,601123
2019-04-03,1244.29,1244.29,1237.46,1240.21,231574
2019-04-04,1243.05,1245.27,1238.65,1244.05,331836
2019-04-05,1242.43,1245.71,1241.49,1243.79,191854
2019-04-08,1246.3,1246.3,1233.9,1235.94,125097
2019-04-09,1238.08,1242.88,1237.98,1239.45,87143
2019-04-10,1240.08,1242.28,1237.09,1238.23,411152
2019-04-11,1244.27,1245.92,1239.89,1243.58,183888
2019-04-12,1243.43,1253.77,1243.43,1249.1,274939
2019-04-15,1250.42,1252.82,1246.67,1249.42,174019
2019-04-16,1251.63,1257.9,1249.38,1251.63,293457
2019-04-17,1252.1,1257.74,1250.03,1250.32,308018
2019-04-18,1250.74,1256.06,1248.7,1251.08,147966
2019-04-23,1252.98,1254.74,1246.37,1251.98,168962
2019-04-24,1251.72,1252.38,1244.84,1250.47,172556
2019-04-25,1254.3,1259.93,1250.95,1254.4,343608
2019-04-26,1257.88,1265.11,1255,1261.7,210839
2019-04-29,1265.36,1266.93,1253.88,1256.82,78547
2019-04-30,1261.19,1262.84,1254.98,1257.38,141225
2019-05-02,1263.28,1263.37,1254.64,1254.64,176413
2019-05-03,1256.14,1263.17,1254.21,1257.85,636552
2019-05-06,1255.27,1257.8,1250.8,1254.9,368950
2019-05-07,1254.56,1255.32,1248.75,1252.79,263590
2019-05-08,1256.93,1259.62,1254.61,1254.8,180061
2019-05-09,1255.97,1256.73,1251.55,1256.12,186174
2019-05-10,1258.82,1261.45,1254.81,1258.4,1215326
2019-05-13,1258.82,1260.73,1253.67,1253.67,1545829
2019-05-14,1251.74,1255.35,1246.97,1249.05,175273
2019-05-15,1250.95,1256.97,1249.63,1255.14,329944
2019-05-16,1256.78,1258.9,1250.25,1254.03,115190
2019-05-17,1252.01,1256.81,1247.77,1250.7,193769
2019-05-20,1249.97,1249.97,1244.13,1244.53,207855
2019-05-21,1242.85,1243.85,1240.66,1242.69,265975
2019-05-22,1244.38,1250.35,1242.52,1243.68,180104
2019-05-23,1246.48,1250,1243.82,1243.82,220926
2019-05-24,1248.72,1250.79,1241.7,1242.92,306366
2019-05-27,1252.31,1252.31,1243.5,1243.84,345668
2019-05-28,1248.66,1251.37,1245.13,1251.37,340189
2019-05-29,1245.47,1246.81,1240.37,1243.1,174013
2019-05-31,1241.08,1243.96,1237.24,1239.27,362266
2019-06-03,1247.62,1252.94,1244.62,1252.6,504414
2019-06-04,1255.4,1261.52,1249.94,1253.87,661655
2019-06-05,1255.28,1256.43,1248.98,1248.98,364748
2019-06-06,1247.29,1256.97,1247.29,1252.27,664051
2019-06-07,1253.64,1256.47,1251.59,1254.22,570087
2019-06-10,1255.26,1259.33,1251.67,1253.01,304600
2019-06-11,1256.16,1257.53,1251.72,1255.92,247293
2019-06-12,1255.7,1257.54,1251.15,1251.15,285311
2019-06-13,1257.06,1257.06,1249.18,1252.35,266216
2019-06-14,1254.7,1254.7,1249.23,1249.63,290554
2019-06-17,1248.58,1251.9,1248.28,1249.25,279000
2019-06-18,1248.88,1251.77,1246.48,1251.6,308760
2019-06-19,1269.27,1269.27,1250.15,1258.8,392041
2019-06-20,1258.97,1263.69,1258.13,1262.29,132162
2019-06-21,1262.49,1262.6,1255.5,1256.16,205137
2019-06-25,1249.06,1256.66,1247.35,1255.61,192477
2019-06-26,1252.21,1254.79,1245.72,1246.09,278275
2019-06-27,1245.69,1254.4,1245.69,1253.11,263801
2019-06-28,1255.74,1258.04,1253.13,1254.55,258580
2019-07-01,1255.18,1262.45,1255.18,1255.81,489247
2019-07-02,1258.34,1262.75,1256.11,1256.11,357106
2019-07-03,1257.63,1262.65,1257.52,1259.89,273292
2019-07-04,1259.43,1262.8,1258.16,1259.43,178161
2019-07-05,1259.39,1263.08,1259.39,1261.29,172689
2019-07-08,1262.77,1265.23,1259.92,1259.92,554392
2019-07-09,1260.93,1271.47,1260.27,1269.83,137319
2019-07-10,1272.36,1273.75,1270.19,1271.37,118301
2019-07-11,1273.64,1276.83,1271.19,1275.51,136257
2019-07-12,1276.18,1279.56,1274.16,1276.2,236864
2019-07-15,1277.58,1278.13,1273.23,1274.36,200816
2019-07-16,1280.84,1281.02,1270.58,1274.77,402203
2019-07-17,1271.1,1276.6,1270.25,1273.66,566375
2019-07-18,1269.15,1272.17,1267.85,1271.8,54600
2019-07-19,1271.8,1273.77,1266.86,1271.13,91559
2019-07-22,1273.74,1273.74,1266.59,1267.01,171387
2019-07-23,1263.92,1267.15,1262.58,1264.74,177169
2019-07-24,1266.75,1266.75,1262.65,1266.16,206368
2019-07-25,1265.87,1273.49,1265.87,1270.61,103271
2019-07-26,1270.61,1270.87,1264.52,1268.34,70677
2019-07-29,1268.37,1271.51,1265.29,1265.7,181969
2019-07-30,1265.92,1267.69,1263.47,1266.22,136642
2019-07-31,1267.43,1268.1,1263.39,1267.59,143603
2019-08-01,1268.87,1272.1,1267.7,1272.1,100139
2019-08-02,1270.15,1271.87,1264.18,1264.71,133828
2019-08-05,1264.67,1265.48,1261.43,1265.35,181995
2019-08-06,1263.73,1267.55,1260.77,1266.88,238068
2019-08-07,1268.2,1270.5,1264.67,1269.14,114241
2019-08-08,1269.14,1270.23,1265.13,1267.42,68193
2019-08-09,1269.67,1272.29,1267.82,1267.9,39611
2019-08-12,1271.75,1271.93,1265.26,1265.26,201466
2019-08-13,1267.15,1267.15,1262.18,1264.21,118876
2019-08-14,1265.75,1267.04,1259.98,1260.83,109133
2019-08-15,1260.71,1261.49,1253.11,1257.62,148806
2019-08-16,1258.24,1259.05,1255.4,1257.67,72338
2019-08-19,1257.67,1262.84,1256,1257.6,233622
2019-08-21,1257.23,1257.23,1247.24,1250.5,424435
2019-08-22,1251.15,1252.14,1247.47,1252.14,130320
2019-08-23,1251.02,1254.24,1247.08,1248.89,292443
